,name,price,os,graphics,display,ram,rom,warranty,rating,core,intel_core
0,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,000",Windows 11 OS,4 GB AMD Radeon RX 6500M,"15.6 inches, 1920 x 1080 pixels, Touch Screen",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,73,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5 5600H
1,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,990",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
2,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹59,990",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 2240 x 1400 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,66,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 1240P
3,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹55,990",Windows 11 OS,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,71,"Quad Core, 8 Threads",11th Gen Intel Core i5 11300H
4,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹39,790",Windows 11 OS,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"Quad Core, 8 Threads",11th Gen Intel Core i5 1155G7
5,HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹49,590",Windows 11 OS,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"Quad Core, 8 Threads",11th Gen Intel Core i5 1135G7 
6,Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,490",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
7,Acer One 14 Z8-415 Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),"₹26,990",Windows 11 OS,‎Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
8,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),"₹75,999",Mac OS,Apple M1 Integrated Graphics,"13.3 inches, 2560 x 1600 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,Octa Core (4P + 4E),Apple M1
9,Wings Nuvobook V1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹29,990",Windows 11 OS,Intel Graphics,"15.6 inches, 1080 x 1920 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",11th Gen Intel Core i5 1135G7
10,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),"₹85,800",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,76,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 12500H
11,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹47,500",Windows 11 OS,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Quad Core, 8 Threads",11th Gen Intel Core i5 1135G7
12,Lenovo V15 82QYA00MIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),"₹23,840",Windows 11 OS,Intel Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",Intel Celeron  N4020
13,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),"₹1,07,990",Mac OS,8-Core GPU,"13.6 inches, 2560 x 1664 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,Octa Core (4P + 4E),Apple M2
14,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),"₹26,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Octa Core, 8 Threads",Intel Core i3 N305
15,MSI Modern 14 C11M-031IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹28,990",Windows 11 OS,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
16,Lenovo V15 G3 IAP 82TTA08AIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11),"₹52,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i7 1255U
17,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹76,990",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 SDRAM RAM,512 GB SSD,1 Year Warranty,63,"Octa Core (4P + 4E), 12 Threads",13th Gen Intel Core i5 13420H
18,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹54,954",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,71,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 1240P
19,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹33,990",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",16 GB LPDDR4X RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",11th Gen Intel Core i5 1155G7
20,HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,499",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,65,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
21,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,990",Windows 11 OS,Intel Iris Xe Graphics,"13.3 inches, 1080 x 1920 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,68,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 1240P
22,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹50,378",Windows 11 OS,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 12500H
23,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹54,398",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,70,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11400H 
24,Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 64GB eMMC/ Android 11),"₹10,990",Android 11 OS,ARM Mali G72,"11.6 inches, 1366 x 768 pixels",4 GB LPDDR4 RAM,64 GB Hard Disk,1 Year Warranty,,Octa Core,MediaTek MTK8788
25,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹80,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,71,"Octa Core, 16 Threads",11th Gen Intel Core i7 11800H
26,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹26,990",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",8 GB LPDDR4X RAM,512 GB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
27,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹77,490",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,1 TB SSD,1 Year Warranty,73,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 12500H
28,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹54,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,72,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
29,Acer Extensa EX214-53 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹39,990",Windows 11 OS,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,62,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 1240P
30,HP Victus 15-fa0555TX  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹71,390",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,71,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
31,HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,999",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,72,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
32,Lenovo V15 82KDA01DIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 256GB SSD/ Win11 Home),"₹33,990",Windows 11 OS,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,61,"Quad Core, 8 Threads",5th Gen AMD Ryzen 3 5300U
33,Zebronics Pro Series Z ZEB-NBC 4S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹44,990",Windows 11 OS,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,69,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
34,HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),"₹51,949",Windows 11 OS,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
35,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹53,790",Windows 11 OS,4 GB AMD Radeon RX 6500M Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,71,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5 5600H
36,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),"₹30,990",Windows 11 OS,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",5th Gen AMD Ryzen 3 5300U
37,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹88,990",Windows 11 OS,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,70,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
38,Dell Inspiron 3530 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹71,990",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"10 Cores (2P + 8E), 12 Threads",13th Gen Intel Core i7 1355U
39,Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹64,990",Windows 11 OS,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,67,"10 Cores (6P + 4E), 16 Threads",12th Gen Intel Core i7 12650H
40,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),"₹79,990",Windows 11 OS,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",32 GB LPDDR5X RAM,1 TB SSD,1 Year Warranty,71,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i9 13900H
41,HP 255 G9 840T7PA Laptop (AMD Athlon Silver-3050U/ 4GB/ 256GB SSD/ DOS),"₹19,959",DOS OS,AMD Integrated,"15.6 inches, 1366 x 768 pixels",4 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",3rd Gen AMD Athlon 3050U
42,Asus Zenbook 14X OLED 2023 M5401QA-KM541WS Laptop (Ryzen 5 5600H / 16GB/ 512GB SSD/ Win11 Home),"₹59,990",Windows 11 OS,AMD Radeon AMD,"14 inches, 2880 x 1800 pixels",16 GB LPDDR4X RAM,512 GB SSD,1 Year Warranty,64,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5 5600H
43,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹60,990",Windows 11 OS,4 GB NVIDIA GeForce GTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,70,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
44,Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹70,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,72,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
45,HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹72,990",Windows 11 OS,Intel Integrated Integrated,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,66,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i5 1340P
46,Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),"₹9,990",Windows 11 OS,Intel Integrated UHD Graphics,"14.1 inches, 1366 x 768 pixels",4 GB DDR4 RAM,128 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",Intel Celeron  N4020
47,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹41,999",Windows 11 OS,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,63,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5 5500U
48,HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹35,700",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
49,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹30,999",Windows 11 OS,Intel UHD Graphics ,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
50,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹71,990",Windows 11 OS,Intel Integrated Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,66,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i5 1340p
51,Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 128GB eMMC/ Android 11),"₹11,990",1 Year Warranty,ARM Mali G72,"11.6 inches, 1366 x 768 pixels",4 GB LPDDR4 RAM,128 GB Hard Disk,2 USB 3.0 Ports,,Octa Core,MediaTek MTK8788
52,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹51,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",16 GB LPDDR4 RAM,512 GB SSD,1 Year Warranty,62,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U 
53,Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹67,499",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,512 GB SSD,1 Year Warranty,74,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 12500H
54,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹43,890",Windows 11 OS,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5  5500U
55,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹56,889",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Hexa Core, 12 Threads",6th Gen AMD Ryzen 5 6600H
56,Asus Vivobook 15 X1502ZA-EJ544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹55,999",Windows 11 OS,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,63,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 12500H
57,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,44,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4070,"16 inches, 1920 x 1200 pixels",16 GB DDR5 RAM,1 TB SSD,1 Year Warranty,78,"24 Cores (8P + 16E), 32 Threads",13th Gen Intel Core i9 13900HX
58,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹49,990",Windows 11 OS,4 GB AMD Radeon RX 6500M,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,67,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5  5600H 
59,Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),"₹37,990",Windows 11 OS,AMD Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5 5500U
60,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹82,490",Windows 11 OS,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,71,"10 Cores (6P + 4E), 16 Threads",13th Gen Intel Core i5 13450HX
61,MSI GF63 Thin 11UC-1294IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),"₹65,990","15.6 inches, 1920 x 1080 pixels",256 GB SSD,4 GB NVIDIA GeForce RTX 3050,16 GB DDR4 RAM,1 TB Hard Disk,Windows 11 OS,76,"Octa Core, 16 Threads",11th Gen Intel Core i7 11800H
62,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,990",Windows 11 OS,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,73,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11400H 
63,Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹62,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,72,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11400H 
64,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),"₹56,990",Windows 11 OS,AMD Radeon Vega 7,"16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,71,"Octa Core, 16 Threads",5th Gen AMD Ryzen 7  5800H
65,Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹64,990",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,64,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i5 13500H
66,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹55,890",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,512 GB SSD,1 Year Warranty,70,"Hexa Core, 12 Threads",7th Gen AMD Ryzen 5 7535HS
67,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,14,990",1 Year Warranty,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,Backlit Keyboard,63,16 GB DDR5 RAM,13th Gen Intel Core i7
68,Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹86,990",Windows 11 OS,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels",16 GB LPDDR5  RAM,1 TB SSD,1 Year Warranty,66,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i7 1360P
69,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹30,990",Windows 11 OS,Intel Integrated Intel UHD,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
70,Lenovo V15 G4 ‎82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹29,990",Windows 11 OS,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",7th Gen AMD Ryzen 3 7320U
71,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,990",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
72,HP Victus 16-d0333TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹57,931",Windows 11 OS,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,75,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11400H 
73,HP 255 G9 7B1L8PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home),"₹37,999",Windows 11 OS,AMD Radeon Graphics,"15.6 inches, 1366 x 768 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5 5625U
74,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),"₹43,990",Windows 11 OS,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,62,"Hexa Core, 12 Threads",7th Gen AMD Ryzen 5 7530U
75,Acer Aspire 3 A315-24P NX.KDESI.003 Laptop (Ryzen 3 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹27,990",Windows 11 OS,AMD Radeon Graphiics,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",7th Gen AMD Ryzen 3 7320U
76,MSI Titan GT77 HX 13VI-092IN Gaming Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Home/ 16GB Graph),"₹5,70,990",Windows 11 OS,16 GB NVIDIA GeForce RTX 4090,"17.3 inches, 3840 x 2160 pixels",64 GB DDR5 RAM,4 TB SSD,2 Year Warranty,,"24 Cores (8P + 16E), 32 Threads",13th Gen Intel Core i9 13980HX
