,index,brand,name,price,Touchscreen,Gaming,os,warranty,display_inches,resolution_width,resolution_height,ram_gb,ram_type,rom_gb,rom_type,core_count,gpu_brand,gpu_name,cpu_gen,cpu_brand,cpu_name,rating
192,193.0,Acer,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),47990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,12 ,DDR4,512,SSD,10 ,Intel,Iris Xe Graphic,12,Intel,Intel Core i5 1235U,67.0
193,194.0,HP,HP Chromebook 15a-na0008TU Laptop (Intel Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),16990.0,not-touchscreen,not-gaming,other,1 ,15.6,1366.0,768.0,4 ,LPDDR4X,128,Hard Disk,2,Intel,Integrated UHD Graphics,0,Intel,,
194,195.0,Asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),50029.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,LPDDR5,512,SSD,4,AMD,Radeon,7,AMD,AMD Ryzen 5 7520U,60.0
195,196.0,MSI,MSI Thin GF63 12VE-071IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),75990.0,not-touchscreen,gaming,windows,2 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,NVIDIA,6 GB  GeForce RTX 4050,12,Intel,Intel Core i7 12650H,73.0
196,197.0,Infinix,Infinix INBook Y1 Plus XL28 Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),25990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR4X,512,SSD,2,Intel,Integrated UHD,10,Intel,Intel Core i3 1005G1,
197,198.0,Asus,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32349.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,UHD Graphics,11,Intel,intel Core i3 1115G4,
198,199.0,HP,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,AMD,4 GB  Radeon RX 6500M Graphics,5,AMD,AMD Ryzen 5  5600H,67.0
199,200.0,HP,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,UHD Graphics,11,Intel,Intel Core i3 1115G4,60.0
200,201.0,Samsung,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),48990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR4,512,SSD,10 ,Intel,Integrated UHD,12,Intel,Intel Core i5 1235U,
201,202.0,Dell,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),79699.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,16 ,DDR5,512,SSD,12 ,Intel,Integrated UHD,12,Intel,Intel Core i5 1240P,62.0
202,203.0,Lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),89590.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12450H,74.0
203,204.0,Lenovo,Lenovo V15 82KDA01BIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),30849.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,4,AMD,Radeon Graphics,5,AMD,AMD Ryzen 3 5300U,62.0
204,205.0,Lenovo,Lenovo IdeaPad Slim 3 82RK0062IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47790.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,,512,SSD,10 ,Intel,‎ Iris Xe Graphics,12,Intel,Intel Core i5 1235U,
205,206.0,Asus,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38990.0,touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,Integrated UHD Graphics,11,Intel,Intel Core i3 1115G4,
206,207.0,Apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),135990.0,not-touchscreen,not-gaming,mac,1 ,13.6,2560.0,1664.0,8 ,Unified Memory,512,SSD,8,,10-Core GPU,0,Apple,,
207,208.0,Apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),136090.0,not-touchscreen,not-gaming,mac,1 ,13.3,2560.0,1600.0,8 ,,512,SSD,8,,10 Core GPU,0,Apple,,
208,209.0,Lenovo,Lenovo Tab Yoga Duet 7 (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),47999.0,touchscreen,not-gaming,windows,1 ,13.0,1920.0,1080.0,8 ,,512,SSD,4,Intel,Iris Xe Graphics,11,Intel,Intel Core i5 1135G7,
209,210.0,Apple,Apple MacBook Air 2020 MGN73HN Laptop (Apple M1/ 8GB/ 512GB SSD/ MacOS),112990.0,not-touchscreen,not-gaming,mac,1 ,13.3,2560.0,1600.0,8 ,DDR4,512,SSD,8,Apple,M1 Integrated Graphics,0,Apple,,
210,211.0,Apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),199900.0,not-touchscreen,not-gaming,mac,1 ,14.2,3024.0,1964.0,18 ,,512,SSD,11 ,,14 Core GPU,0,Apple,,
211,212.0,Lenovo,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),25490.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR5,512,SSD,2,AMD,Radeon 610M,0,AMD,,
212,213.0,Apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),169900.0,not-touchscreen,not-gaming,mac,1 ,14.2,3024.0,1964.0,8 ,,512,SSD,8,,10 Core GPU,0,Apple,,
213,214.0,HP,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 2050,12,Intel,Intel Core i5 12450H,64.0
214,215.0,Lenovo,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),131990.0,not-touchscreen,gaming,windows,1 ,16.0,2560.0,1600.0,16 ,DDR5,,SSD,8,NVIDIA,8 GB  GeForce RTX 4060,7,AMD,AMD Ryzen 7 7840HS,83.0
215,216.0,Lenovo,Lenovo IdeaPad Slim 3 14ITL6 82H701N3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36490.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,UHD Graphics,11,Intel,Intel Core i3 1115G4,60.0
216,217.0,Lenovo,Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),74990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 3050,6,AMD,AMD Ryzen 7 6800H,67.0
217,218.0,Acer,Acer One 11 Z8-284 UN.013SI.032 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),19990.0,not-touchscreen,not-gaming,windows,1 ,11.6,1366.0,768.0,8 ,DDR4,256,SSD,2,Intel,Integrated UHD,0,Intel,,
218,219.0,HP,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),51999.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,10 ,Intel,Integrated UHD,12,Intel,Intel Core i5 1235U,62.0
219,220.0,Lenovo,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),37790.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,AMD,Radeon,5,AMD,AMD Ryzen 5  5500U,
220,221.0,Lenovo,Lenovo ThinkBook 15 G5 21JFA00BIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ Win11),49990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,8,AMD,Radeon,7,AMD,AMD Ryzen 7 7730U,70.0
221,222.0,Lenovo,Lenovo IdeaPad Gaming 3 82SB00V4IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce RTX 3050,6,AMD,AMD Ryzen 5 6600H,60.0
222,223.0,Lenovo,Lenovo IdeaPad Slim 3 Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),35990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,,256,SSD,6,Intel,‎ UHD Graphics,12,Intel,Intel Core i3 1215U,
223,224.0,Lenovo,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),62990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,Intel,Integrated Iris Xe,12,Intel,Intel Core i7 1255U,64.0
224,225.0,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),50689.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,4,NVIDIA,4 GB  GeForce RTX 2050,11,Intel,Intel Core i5 11320H,67.0
225,226.0,Asus,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),31990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,256,SSD,2,Intel,Integrated UHD,11,Intel,Intel Core i3 1115G4,
226,227.0,Acer,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),45999.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,,SSD,4,Intel,Iris Xe Graphics,11,Intel,Intel Core i5 1155G7,64.0
227,228.0,HP,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),27890.0,not-touchscreen,not-gaming,windows,1 ,15.6,1366.0,768.0,8 ,DDR4,512,SSD,2,Intel,Integrated UHD,0,Intel,,
228,229.0,HP,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),24999.0,not-touchscreen,not-gaming,other,1 ,15.6,1366.0,768.0,8 ,DDR4,512,SSD,2,AMD,Radeon Graphics,3,AMD,AMD Ryzen 3  3250U,
229,230.0,Lenovo,Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),71990.0,not-touchscreen,not-gaming,windows,1 ,16.0,1920.0,1200.0,16 ,LPDDR5,,SSD,12 ,Intel,Iris Xe Graphics,13,Intel,Intel Core i5 13500H,
230,231.0,Asus,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),20990.0,touchscreen,not-gaming,other,1 ,14.0,1920.0,1080.0,4 ,LPDDR4X,64,SSD,2,Intel,Integrated UHD,0,Intel,,
231,232.0,Asus,Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),57990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce RTX 2050,11,Intel,Intel Core i5 11260H,66.0
232,233.0,HP,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR5,512,SSD,6,NVIDIA,4 GB  GeForce RTX 2050,7,AMD,Amd Ryzen 5 7535HS,63.0
233,234.0,Dell,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),44790.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,,SSD,5 ,Intel,Integrated UHD,13,Intel,Intel Core i3 1305U,
234,235.0,Dell,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),41990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,8 ,DDR4,512,SSD,5 ,Intel,UHD Graphics,13,Intel,Intel Core i3 1305U,
235,236.0,HP,HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),125990.0,not-touchscreen,gaming,windows,1 ,16.0,1920.0,1080.0,16 ,DDR5,,SSD,8,NVIDIA,8 GB  GeForce RTX 4060,7,AMD,AMD Ryzen 7 7840HS,80.0
236,237.0,MSI,MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),110990.0,not-touchscreen,gaming,windows,2 ,17.3,1920.0,1080.0,16 ,DDR5,,SSD,10 ,NVIDIA,8 GB  GeForce RTX 4060,12,Intel,Intel Core i7 12650H,79.0
237,238.0,MSI,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),100990.0,not-touchscreen,gaming,windows,2 ,17.3,1920.0,1080.0,8 ,DDR5,,SSD,10 ,NVIDIA,8 GB  GeForce RTX 4060,12,Intel,Intel Core i7 12650H,77.0
238,239.0,MSI,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990.0,not-touchscreen,gaming,windows,2 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce RTX 2050,11,Intel,Intel Core i5 11260H,69.0
239,240.0,Asus,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),40990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,Intel,Integrated  UHD Graphics,12,Intel,Intel Core i3 1215U,
240,241.0,Asus,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce RTX 2050,5,AMD,AMD Ryzen 5  5600H,66.0
241,242.0,Lenovo,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69990.0,not-touchscreen,not-gaming,windows,1 ,16.0,1920.0,1200.0,16 ,LPDDR5,512,SSD,12 ,Intel,Integrated  Iris Xe Graphics,13,Intel,Intel Core i5 13500H,62.0
242,243.0,Asus,Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,2,Intel,UHD Graphics,11,Intel,intel Core i3 1115G4,
243,244.0,Lenovo,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),99990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR5,512,SSD,10 ,NVIDIA,6 GB  GeForce RTX 4050,13,Intel,Intel Core i7 13620H,67.0
244,245.0,HP,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),62490.0,not-touchscreen,gaming,windows,1 ,16.1,1920.0,1080.0,16 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce GTX 1650,11,Intel,Intel Core i5 11400H,75.0
245,246.0,MSI,MSI Modern 15 B12M-612IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),37729.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,6,Intel,Integrated Iris Xe,12,Intel,Intel Core i3 1215U,60.0
246,247.0,MSI,MSI Modern 15 B11M-061IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),40789.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,4,Intel,Integrated Iris Xe,11,Intel,Intel Core i5 1155G7,63.0
247,248.0,Acer,Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),36990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,4,Intel,Iris Xe Graphics,11,Intel,Intel Core i5 1155G7,62.0
248,249.0,Acer,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12450H,70.0
249,250.0,Dell,Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),66800.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1200.0,8 ,LPDDR5,,SSD,10 ,Intel,Iris Xe Graphics,13,Intel,Intel Core i5 1335U,60.0
250,251.0,HP,HP Omen 16-wd0990TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99990.0,not-touchscreen,gaming,windows,1 ,16.1,2560.0,1440.0,16 ,DDR5,512,SSD,8,NVIDIA,6 GB  GeForce RTX 4050,13,Intel,Intel Core i5 13420H,73.0
251,252.0,Infinix,Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),71990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,32 ,LPDDR5X,,SSD,14 ,Intel,Integrated Iris Xe,13,Intel,Intel Core i7 13700H,63.0
252,253.0,Chuwi,Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),23990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1200.0,8 ,DDR4,512,SSD,2,Intel,UHD Graphics,10,Intel,Intel Core i3 1005G1,
253,254.0,Dell,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),43500.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,LPDDR5,512,SSD,4,AMD,Radeon Graphics,7,AMD,Amd Ryzen 5 7520U,
254,255.0,MSI,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),39990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,16 ,DDR4,512,SSD,4,Intel,Integrated Iris Xe,11,Intel,Intel Core i5 1155G7,62.0
255,256.0,Asus,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),72389.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR5,512,SSD,12 ,NVIDIA,4 GB  GeForce RTX 3050,12,Intel,Intel Core i5 12500H,72.0
256,257.0,MSI,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),49990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,Intel,Integrated Iris Xe,12,Intel,Intel Core i7 1255U,65.0
257,258.0,Dell,Dell XPS 17 9730 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),354490.0,touchscreen,not-gaming,windows,1 ,17.0,3840.0,2400.0,32 ,DDR5,,SSD,14 ,NVIDIA,8 GB  GeForce RTX 4070,13,Intel,Intel Core i9 13900H,
258,259.0,MSI,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),36990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1080.0,16 ,DDR4,512,SSD,6,Intel,Integrated UHD,12,Intel,Intel Core i3 1215U,62.0
259,260.0,Asus,Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),69990.0,not-touchscreen,not-gaming,windows,1 ,14.0,1920.0,1200.0,16 ,DDR4,512,SSD,8,NVIDIA,4 GB  GeForce RTX 2050,12,Intel,Intel Core i5 12450H,69.0
260,261.0,HP,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),66999.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,8,AMD,Radeon Vega 8 Graphics,7,AMD,AMD Ryzen 7 7730U,66.0
261,262.0,Lenovo,Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),27990.0,not-touchscreen,not-gaming,other,1 ,15.6,1920.0,1080.0,8 ,LPDDR5,512,SSD,4,AMD,Radeon Graphics,7,AMD,AMD Ryzen 3 7320U,
262,263.0,Lenovo,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),52101.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,4,Intel,Integrated  Iris Xe Graphics,11,Intel,Intel Core i7 1165G7,66.0
263,264.0,Apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),144990.0,not-touchscreen,not-gaming,mac,1 ,15.3,2880.0,1864.0,8 ,DDR4,512,SSD,8,,10-Core GPU,0,Apple,,
264,265.0,Acer,Acer Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),98990.0,not-touchscreen,gaming,windows,1 ,15.6,2560.0,1440.0,16 ,DDR4,,SSD,10 ,NVIDIA,8 GB  GeForce RTX 3070 Ti,12,Intel,Intel Core i7 12650H,77.0
265,266.0,Asus,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),71990.0,not-touchscreen,not-gaming,windows,1 ,14.0,2880.0,1800.0,16 ,LPDDR4X,,SSD,8,AMD,Radeon,5,AMD,AMD Ryzen 7 5800HS,64.0
266,267.0,Dell,Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),74990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR5,512,SSD,10 ,NVIDIA,6 GB  GeForce RTX 3050,13,Intel,Intel Core i5 13450HX,69.0
267,268.0,Acer,Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990.0,not-touchscreen,gaming,windows,1 ,14.0,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,NVIDIA,4 GB  GeForce RTX 2050,13,Intel,Intel Core i5 1335U,67.0
268,269.0,Asus,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),179990.0,not-touchscreen,gaming,windows,1 ,16.0,2560.0,1600.0,16 ,DDR5,,SSD,24 ,NVIDIA,8 GB  GeForce RTX 4060,13,Intel,Intel Core i9 13980HX,77.0
269,270.0,Asus,Asus ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),209990.0,touchscreen,gaming,windows,1 ,13.4,2560.0,1600.0,16 ,LPDDR5,,SSD,14 ,NVIDIA,8 GB  GeForce RTX 4060,13,Intel,Intel Core i9 13900H,73.0
270,271.0,Acer,Acer Swift Go 14 SFG14-71 NX.KF1SI.0023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),74990.0,not-touchscreen,not-gaming,windows,1 ,14.0,2880.0,1800.0,16 ,LPDDR5,512,SSD,12 ,Intel,Integrated Iris Xe,13,Intel,Intel Core i5 13500H,64.0
271,272.0,HP,HP 15-fd0013TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,DDR4,512,SSD,10 ,Intel,Integrated Integrated,13,Intel,Intel Core i5 1335U,
272,273.0,HP,HP 15-fc0030AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),46490.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,16 ,LPDDR5,512,SSD,4,AMD,Radeon,7,AMD,AMD Ryzen 5 7520U,
273,274.0,HP,HP 15-fd0011TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),57990.0,not-touchscreen,not-gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,10 ,Intel,Integrated Integrated,13,Intel,Intel Core i5 1335U,
274,275.0,HP,HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55990.0,not-touchscreen,gaming,windows,1 ,15.6,1920.0,1080.0,8 ,DDR4,512,SSD,6,NVIDIA,4 GB  GeForce GTX 1650,5,AMD,AMD Ryzen 5  5600H,67.0
275,276.0,Realme,Realme Book Prime CloudPro002 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47999.0,not-touchscreen,not-gaming,windows,1 ,14.0,2160.0,1440.0,8 ,LPDDR4X,512,SSD,4,Intel,Iris Xe Graphics,11,Intel,Intel Core i5 11320H,62.0
